Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber
Eagle Pass,TX,-1,-1,-1,-1,-1,39476,-1.0,92.6,2294,27581,-1
Earlimart,CA,-1,-1,-1,-1,-1,31632,-1.0,146.9,-1,-1,-1
East Aurora,NY,-1,-1,-1,-1,-1,72795,-1.0,143.7,294,13307,-1
Eastland,TX,-1,-1,-1,-1,-1,35278,-1.0,92.6,235,3831,-1
East Liverpool,OH,-1,-1,-1,-1,-1,39832,-1.0,92.9,-1,-1,-1
East Liverpool,WV,-1,-1,-1,-1,-1,39832,-1.0,90.1,-1,-1,-1
East Liverpool,PA,-1,-1,-1,-1,-1,39832,-1.0,100.5,-1,-1,-1
Eastman,GA,-1,-1,-1,-1,-1,40208,-1.0,89.8,1080,5334,-1
Easton,MD,-1,-1,-1,-1,-1,61909,-1.0,121.4,1124,15252,-1
East Palestine,OH,-1,-1,-1,-1,-1,52133,-1.0,92.9,-1,-1,-1
East Prairie,MO,-1,-1,-1,-1,-1,28088,-1.0,91.2,-1,-1,-1
East Prospect,PA,-1,-1,-1,-1,-1,54334,-1.0,100.5,-1,-1,-1
East Quincy,CA,-1,-1,-1,-1,-1,52643,-1.0,146.9,-1,-1,-1
East Stroudsburg,PA,-1,-1,-1,-1,-1,61216,96.1,100.5,-1,-1,-1
East Stroudsburg,NJ,-1,-1,-1,-1,-1,61216,-1.0,118.3,-1,-1,-1
East Tawas,MI,-1,-1,-1,-1,-1,43617,-1.0,91.4,231,2657,-1
East Troy,WI,-1,-1,-1,-1,-1,68897,-1.0,95.5,273,4506,-1
Eaton,CO,-1,-1,-1,-1,-1,80909,-1.0,105.8,-1,-1,-1
Eaton,OH,-1,-1,-1,-1,-1,45636,-1.0,92.9,662,7899,-1
Eaton Rapids,MI,-1,-1,-1,-1,-1,42781,-1.0,91.4,210,5146,-1
Eatonton,GA,-1,-1,-1,-1,-1,30469,-1.0,89.8,-1,-1,-1
Eatonville,WA,-1,-1,-1,-1,-1,65742,-1.0,112.8,82,2608,-1
Eau Claire,WI,-1,-1,-1,-1,-1,56499,91.8,95.5,4098,66737,-1
Ebensburg,PA,-1,-1,-1,-1,-1,51940,-1.0,100.5,168,2898,-1
Eden,NC,-1,-1,-1,-1,-1,36867,-1.0,96.4,1852,15310,-1
Edenton,NC,-1,-1,-1,-1,-1,33963,-1.0,96.4,502,5052,-1
Edgefield,SC,-1,-1,-1,-1,-1,30545,-1.0,94.8,130,4357,-1
Edgerton,WI,-1,-1,-1,-1,-1,66209,-1.0,95.5,132,5384,-1
Edgewood,NM,-1,-1,-1,-1,-1,63661,-1.0,90.6,84,4823,-1
Edinboro,PA,-1,-1,-1,-1,-1,47175,-1.0,100.5,308,6567,-1
Edna,TX,-1,-1,-1,-1,-1,51696,-1.0,92.6,281,5816,-1
Edwards,CO,-1,-1,-1,-1,-1,75401,-1.0,105.8,-1,-1,-1
Effingham,IL,-1,-1,-1,-1,-1,50365,-1.0,90.5,773,12442,-1
Eielson AFB,AK,-1,-1,-1,-1,-1,72368,-1.0,125.7,-1,-1,-1
Elberton,GA,-1,-1,-1,-1,-1,32500,-1.0,89.8,1052,4471,-1
El Campo,TX,-1,-1,-1,-1,-1,50285,-1.0,92.6,744,10729,-1
El Centro,CA,-1,-1,-1,-1,-1,52587,102.3,146.9,5223,41535,-1
Calexico,CA,-1,-1,-1,-1,-1,52587,-1.0,146.9,3017,40186,-1
Eldon,MO,-1,-1,-1,-1,-1,38052,-1.0,91.2,448,4905,-1
El Dorado,AR,-1,-1,-1,-1,-1,41789,-1.0,92.1,2562,19441,-1
Eldorado,IL,-1,-1,-1,-1,-1,38922,-1.0,90.5,-1,-1,-1
El Dorado,KS,-1,-1,-1,-1,-1,43758,-1.0,86.9,959,12712,-1
Eldorado at Santa Fe,NM,-1,-1,-1,-1,-1,83352,-1.0,90.6,-1,-1,-1
El Dorado Springs,MO,-1,-1,-1,-1,-1,31653,-1.0,91.2,431,3598,-1
Electra,TX,-1,-1,-1,-1,-1,30504,-1.0,92.6,156,2864,-1
Elgin,TX,-1,-1,-1,-1,-1,63243,-1.0,92.6,542,10437,-1
Elizabeth City,NC,-1,-1,-1,-1,-1,42543,91.1,96.4,1787,20801,-1
Elizabethtown,NC,-1,-1,-1,-1,-1,17593,-1.0,96.4,-1,-1,-1
Elizabethtown,KY,-1,-1,-1,-1,-1,50309,88.1,93.9,2016,24712,-1
Radcliff,KY,-1,-1,-1,-1,-1,50309,-1.0,93.9,1766,22251,-1
Elk City,OK,-1,-1,-1,-1,-1,43411,-1.0,88.2,282,11748,-1
Elkhart,IN,-1,-1,-1,-1,-1,51587,88.5,91.1,4997,53296,-1
Elkhart,MI,-1,-1,-1,-1,-1,51587,-1.0,91.4,-1,-1,-1
Elkhorn,WI,-1,-1,-1,-1,-1,61336,-1.0,95.5,-1,-1,-1
Elkin,NC,-1,-1,-1,-1,-1,39288,-1.0,96.4,648,4117,-1
Elkins,WV,-1,-1,-1,-1,-1,38674,-1.0,90.1,581,7114,-1
Elko,NV,-1,-1,-1,-1,-1,80673,-1.0,103.3,1548,17374,-1
Elko New Market,MN,-1,-1,-1,-1,-1,124405,-1.0,99.6,-1,-1,-1
Elkton,VA,-1,-1,-1,-1,-1,55066,-1.0,98.1,82,2650,-1
Ellensburg,WA,-1,-1,-1,-1,-1,42994,-1.0,112.8,1853,17553,-1
Ellenville,NY,-1,-1,-1,-1,-1,44633,-1.0,143.7,-1,-1,-1
Ellijay,GA,-1,-1,-1,-1,-1,52455,-1.0,89.8,0,1569,-1
Ellsworth,KS,-1,-1,-1,-1,-1,52153,-1.0,86.9,116,2823,-1
Ellsworth,ME,-1,-1,-1,-1,-1,45774,-1.0,110.9,556,7243,-1
Ellsworth,WI,-1,-1,-1,-1,-1,62625,-1.0,95.5,172,3116,-1
Ellwood City,PA,-1,-1,-1,-1,-1,49358,-1.0,100.5,613,7887,-1
Elmira,NY,-1,-1,-1,-1,-1,51279,92.5,143.7,2333,28823,-1
Elmwood,IL,-1,-1,-1,-1,-1,60476,-1.0,90.5,62,1862,-1
Eloy,AZ,-1,-1,-1,-1,-1,31250,-1.0,107.0,1535,12897,-1
El Paso,IL,-1,-1,-1,-1,-1,57212,-1.0,90.5,47,2853,-1
El Paso,TX,-1,-1,-1,-1,-1,44950,88.6,92.6,40631,624322,-1
El Paso,NM,-1,-1,-1,-1,-1,44950,-1.0,90.6,-1,-1,-1
El Paso de Robles (Paso Robles),CA,-1,-1,-1,-1,-1,71948,-1.0,146.9,-1,-1,-1
Atascadero,CA,-1,-1,-1,-1,-1,71948,-1.0,146.9,1403,28468,-1
El Reno,OK,-1,-1,-1,-1,-1,45399,-1.0,88.2,1065,17262,-1
Elroy,TX,-1,-1,-1,-1,-1,69575,-1.0,92.6,-1,-1,-1
Elverson,PA,-1,-1,-1,-1,-1,75425,-1.0,100.5,-1,-1,-1
Elwood,IN,-1,-1,-1,-1,-1,43400,-1.0,91.1,1099,9042,-1
Ely,MN,-1,-1,-1,-1,-1,41098,-1.0,99.6,153,3459,-1
Ely,NV,-1,-1,-1,-1,-1,60380,-1.0,103.3,-1,-1,-1
Emajagua,PR,-1,-1,-1,-1,-1,22170,-1.0,-1.0,-1,-1,-1
Emerald Bay,TX,-1,-1,-1,-1,-1,61071,-1.0,92.6,-1,-1,-1
Emmetsburg,IA,-1,-1,-1,-1,-1,49688,-1.0,90.3,28,3581,-1
Emmett,ID,-1,-1,-1,-1,-1,37993,-1.0,97.1,204,6329,-1
Emmitsburg,MD,-1,-1,-1,-1,-1,81327,-1.0,121.4,-1,-1,-1
Emmitsburg,PA,-1,-1,-1,-1,-1,81327,-1.0,100.5,-1,-1,-1
Emporia,KS,-1,-1,-1,-1,-1,40514,-1.0,86.9,2179,24856,-1
Emporia,VA,-1,-1,-1,-1,-1,31774,-1.0,98.1,728,5653,-1
Emporium,PA,-1,-1,-1,-1,-1,35754,-1.0,100.5,-1,-1,-1
Enfield,NC,-1,-1,-1,-1,-1,21262,-1.0,96.4,343,2319,-1
England,AR,-1,-1,-1,-1,-1,39148,-1.0,92.1,-1,-1,-1
Enid,OK,-1,-1,-1,-1,-1,52116,82.9,88.2,4805,48581,-1
Ennis,TX,-1,-1,-1,-1,-1,55569,-1.0,92.6,1919,20103,-1
Enterprise,AL,-1,-1,-1,-1,-1,57267,-1.0,88.6,294,26649,-1
Ephraim,UT,-1,-1,-1,-1,-1,41670,-1.0,101.5,-1,-1,-1
Ephrata,WA,-1,-1,-1,-1,-1,60478,-1.0,112.8,1116,7620,-1
Epping,NH,-1,-1,-1,-1,-1,66454,-1.0,112.6,406,6435,-1
Erie,PA,-1,-1,-1,-1,-1,48056,91.8,100.5,8008,104077,-1
Erwin,TN,-1,-1,-1,-1,-1,36989,-1.0,90.0,166,5759,-1
Escalon,CA,-1,-1,-1,-1,-1,77599,-1.0,146.9,388,7463,-1
Escanaba,MI,-1,-1,-1,-1,-1,41927,-1.0,91.4,1528,11918,-1
Espanola,NM,-1,-1,-1,-1,-1,38378,-1.0,90.6,2163,9846,-1
Esparto,CA,-1,-1,-1,-1,-1,76597,-1.0,146.9,-1,-1,-1
Estacada,OR,-1,-1,-1,-1,-1,64375,-1.0,127.5,277,2712,-1
Estes Park,CO,-1,-1,-1,-1,-1,65366,-1.0,105.8,200,6553,-1
Estherville,IA,-1,-1,-1,-1,-1,46736,-1.0,90.3,184,6211,-1
Estrella,AZ,-1,-1,-1,-1,-1,88537,-1.0,107.0,-1,-1,-1
Etowah,TN,-1,-1,-1,-1,-1,35033,-1.0,90.0,282,3770,-1
Eudora,KS,-1,-1,-1,-1,-1,88088,-1.0,86.9,305,6540,-1
Eufaula,AL,-1,-1,-1,-1,-1,28614,-1.0,88.6,457,14709,-1
Eufaula,GA,-1,-1,-1,-1,-1,28614,-1.0,89.8,-1,-1,-1
Eugene,OR,-1,-1,-1,-1,-1,51077,108.4,127.5,14986,153269,-1
Eunice,LA,-1,-1,-1,-1,-1,38994,-1.0,92.8,1779,11492,-1
Eunice,NM,-1,-1,-1,-1,-1,63138,-1.0,90.6,108,2905,-1
Eureka,CA,-1,-1,-1,-1,-1,47793,116.5,146.9,3544,25143,-1
Eureka,IL,-1,-1,-1,-1,-1,58740,-1.0,90.5,208,5421,-1
Eureka,KS,-1,-1,-1,-1,-1,33814,-1.0,86.9,-1,-1,-1
Eureka,MO,-1,-1,-1,-1,-1,111904,-1.0,91.2,490,9472,-1
Evanston,WY,-1,-1,-1,-1,-1,56848,-1.0,93.6,789,12311,-1
Evansville,IN,-1,-1,-1,-1,-1,50054,87.2,91.1,12142,116541,-1
Evansville,KY,-1,-1,-1,-1,-1,50054,-1.0,93.9,-1,-1,-1
Evansville,WI,-1,-1,-1,-1,-1,67279,-1.0,95.5,-1,-1,-1
Evarts,KY,-1,-1,-1,-1,-1,30264,-1.0,93.9,-1,-1,-1
Everett,PA,-1,-1,-1,-1,-1,38449,-1.0,100.5,50,1838,-1
Evergreen,AL,-1,-1,-1,-1,-1,32591,-1.0,88.6,448,3468,-1
Evergreen,CO,-1,-1,-1,-1,-1,121786,-1.0,105.8,-1,-1,-1
Everson,WA,-1,-1,-1,-1,-1,58320,-1.0,112.8,150,2254,-1
Excelsior Springs,MO,-1,-1,-1,-1,-1,47958,-1.0,91.2,801,12674,-1
Fabens,TX,-1,-1,-1,-1,-1,28221,-1.0,92.6,-1,-1,-1
Fairbanks,AK,-1,-1,-1,-1,-1,75607,107.9,125.7,3306,35989,-1
Fairbury,IL,-1,-1,-1,-1,-1,54143,-1.0,90.5,-1,-1,-1
Fairbury,NE,-1,-1,-1,-1,-1,37594,-1.0,93.6,-1,-1,-1
Fairdale,PA,-1,-1,-1,-1,-1,45097,-1.0,100.5,-1,-1,-1
Fairfield,CA,-1,-1,-1,-1,-1,83858,-1.0,146.9,7811,104202,-1
Fairfield,IL,-1,-1,-1,-1,-1,39349,-1.0,90.5,209,4996,-1
Fairfield,IA,-1,-1,-1,-1,-1,40053,-1.0,90.3,560,9251,-1
Fairfield,TX,-1,-1,-1,-1,-1,46393,-1.0,92.6,97,3755,-1
Fairfield Glade,TN,-1,-1,-1,-1,-1,51711,-1.0,90.0,-1,-1,-1
Fairfield Harbour,NC,-1,-1,-1,-1,-1,65588,-1.0,96.4,-1,-1,-1
Fair Haven,VT,-1,-1,-1,-1,-1,39271,-1.0,114.8,202,2921,-1
Fairmont,MN,-1,-1,-1,-1,-1,46493,-1.0,99.6,567,10029,-1
Fairmont,NC,-1,-1,-1,-1,-1,22865,-1.0,96.4,376,2625,-1
Fairmont,WV,-1,-1,-1,-1,-1,49323,-1.0,90.1,230,19332,-1
Fairmount,IN,-1,-1,-1,-1,-1,44896,-1.0,91.1,108,2712,-1
Fairview,TN,-1,-1,-1,-1,-1,70755,-1.0,90.0,259,8324,-1
Fajardo,PR,-1,-1,-1,-1,-1,19762,-1.0,-1.0,-1,-1,-1
Falfurrias,TX,-1,-1,-1,-1,-1,26204,-1.0,92.6,401,4763,-1
Fallon,NV,-1,-1,-1,-1,-1,51036,-1.0,103.3,688,8552,-1
Falls City,NE,-1,-1,-1,-1,-1,43036,-1.0,93.6,142,3910,-1
Fargo,ND,-1,-1,-1,-1,-1,61043,91.4,97.8,6146,99694,-1
Fargo,MN,-1,-1,-1,-1,-1,61043,-1.0,99.6,-1,-1,-1
Faribault,MN,-1,-1,-1,-1,-1,52643,102.3,99.6,1740,22272,-1
Farmersville,TX,-1,-1,-1,-1,-1,42857,-1.0,92.6,192,3576,-1
Farmerville,LA,-1,-1,-1,-1,-1,27055,-1.0,92.8,466,3574,-1
Farmington,ME,-1,-1,-1,-1,-1,40380,-1.0,110.9,469,7602,-1
Farmington,MO,-1,-1,-1,-1,-1,42242,85.4,91.2,1134,16461,-1
Farmington,NH,-1,-1,-1,-1,-1,44154,-1.0,112.6,379,6764,-1
Farmington,NM,-1,-1,-1,-1,-1,53769,88.4,90.6,4330,44563,-1
Farmville,NC,-1,-1,-1,-1,-1,46509,-1.0,96.4,432,4679,-1
Farmville,VA,-1,-1,-1,-1,-1,35903,-1.0,98.1,461,7778,-1
Fayette,AL,-1,-1,-1,-1,-1,36071,-1.0,88.6,238,4676,-1
Fayette,MO,-1,-1,-1,-1,-1,46515,-1.0,91.2,32,2647,-1
Fayetteville,NC,-1,-1,-1,-1,-1,46442,89.5,96.4,27387,208263,-1
Fayetteville,TN,-1,-1,-1,-1,-1,41808,-1.0,90.0,844,7216,-1
Fayetteville,AR,-1,-1,-1,-1,-1,56282,90.4,92.1,6157,79237,-1
Fayetteville,MO,-1,-1,-1,-1,-1,56282,-1.0,91.2,-1,-1,-1
Springdale,AR,-1,-1,-1,-1,-1,56282,-1.0,92.1,4915,71047,-1
Springdale,MO,-1,-1,-1,-1,-1,56282,-1.0,91.2,-1,-1,-1
Rogers,AR,-1,-1,-1,-1,-1,56282,-1.0,92.1,2118,61417,-1
Rogers,MO,-1,-1,-1,-1,-1,56282,-1.0,91.2,-1,-1,-1
Fearrington Village,NC,-1,-1,-1,-1,-1,73380,-1.0,96.4,-1,-1,-1
Federalsburg,MD,-1,-1,-1,-1,-1,42014,-1.0,121.4,230,2660,-1
Fellsmere,FL,-1,-1,-1,-1,-1,27390,-1.0,101.5,214,5194,-1
Fergus Falls,MN,-1,-1,-1,-1,-1,40596,-1.0,99.6,723,13531,-1
Fernandina Beach,FL,-1,-1,-1,-1,-1,74908,-1.0,101.5,789,11721,-1
Fernley,NV,-1,-1,-1,-1,-1,58266,-1.0,103.3,-1,-1,-1
Ferriday,LA,-1,-1,-1,-1,-1,20672,-1.0,92.8,170,3529,-1
Filer,ID,-1,-1,-1,-1,-1,43417,-1.0,97.1,24,2268,-1
Fillmore,CA,-1,-1,-1,-1,-1,76590,-1.0,146.9,634,15363,-1
Findlay,OH,-1,-1,-1,-1,-1,53453,91.1,92.9,2915,36324,-1
Firebaugh,CA,-1,-1,-1,-1,-1,33265,-1.0,146.9,395,7079,-1
Firestone,CO,-1,-1,-1,-1,-1,91171,-1.0,105.8,430,9436,-1
Frederick,CO,-1,-1,-1,-1,-1,91171,-1.0,105.8,232,9196,-1
Fitzgerald,GA,-1,-1,-1,-1,-1,25224,-1.0,89.8,-1,-1,-1
Flagstaff,AZ,-1,-1,-1,-1,-1,59947,108.5,107.0,6465,58739,-1
Flemingsburg,KY,-1,-1,-1,-1,-1,33822,-1.0,93.9,76,2654,-1
Flint,MI,-1,-1,-1,-1,-1,45568,85.7,91.4,17641,109245,-1
Flora,IL,-1,-1,-1,-1,-1,47471,-1.0,90.5,282,4595,-1
Florence,AL,-1,-1,-1,-1,-1,43647,86.8,88.6,1587,38643,-1
Florence,AZ,-1,-1,-1,-1,-1,39063,-1.0,107.0,576,21096,-1
Florence,CO,-1,-1,-1,-1,-1,48385,-1.0,105.8,88,3533,-1
Florence,OR,-1,-1,-1,-1,-1,41639,-1.0,127.5,645,8824,-1
Florence,SC,-1,-1,-1,-1,-1,45622,87.7,94.8,6495,32273,-1
Floresville,TX,-1,-1,-1,-1,-1,54113,-1.0,92.6,520,7818,-1
Florida,PR,-1,-1,-1,-1,-1,19364,-1.0,-1.0,-1,-1,-1
Imbéry,PR,-1,-1,-1,-1,-1,19364,-1.0,-1.0,-1,-1,-1
Barceloneta,PR,-1,-1,-1,-1,-1,19364,-1.0,-1.0,-1,-1,-1
Floydada,TX,-1,-1,-1,-1,-1,43162,-1.0,92.6,201,3003,-1
Foley,AL,-1,-1,-1,-1,-1,46723,-1.0,88.6,1092,15044,-1
Folkston,GA,-1,-1,-1,-1,-1,27875,-1.0,89.8,208,3076,-1
Fond du Lac,WI,-1,-1,-1,-1,-1,55711,88.0,95.5,2523,42369,-1
Fordyce,AR,-1,-1,-1,-1,-1,32500,-1.0,92.1,272,4087,-1
Forest,MS,-1,-1,-1,-1,-1,26444,-1.0,85.1,-1,-1,-1
Forest City,IA,-1,-1,-1,-1,-1,50016,-1.0,90.3,93,3961,-1
Forest City,NC,-1,-1,-1,-1,-1,36277,89.4,96.4,-1,-1,-1
Forest Lake,MN,-1,-1,-1,-1,-1,79943,-1.0,99.6,1075,18030,-1
Forestville,CA,-1,-1,-1,-1,-1,62287,-1.0,146.9,-1,-1,-1
Forks,WA,-1,-1,-1,-1,-1,36948,-1.0,112.8,216,3345,-1
Forney,TX,-1,-1,-1,-1,-1,92870,-1.0,92.6,882,17264,-1
Forrest City,AR,-1,-1,-1,-1,-1,30956,-1.0,92.1,2582,13052,-1
Forsyth,GA,-1,-1,-1,-1,-1,31220,-1.0,89.8,422,5111,-1
Forsyth,MO,-1,-1,-1,-1,-1,38110,-1.0,91.2,186,1703,-1
Fort Atkinson,WI,-1,-1,-1,-1,-1,58237,-1.0,95.5,519,11961,-1
Fort Bragg,CA,-1,-1,-1,-1,-1,44469,-1.0,146.9,554,6550,-1
Fort Branch,IN,-1,-1,-1,-1,-1,59429,-1.0,91.1,-1,-1,-1
Fort Collins,CO,-1,-1,-1,-1,-1,68831,109.2,105.8,10014,138689,-1
Fort Defiance,AZ,-1,-1,-1,-1,-1,38672,-1.0,107.0,-1,-1,-1
Fort Defiance,NM,-1,-1,-1,-1,-1,38672,-1.0,90.6,-1,-1,-1
Fort Dodge,IA,-1,-1,-1,-1,-1,41901,-1.0,90.3,2715,25204,-1
Fort Irwin,CA,-1,-1,-1,-1,-1,54787,-1.0,146.9,-1,-1,-1
Fort Leonard Wood,MO,-1,-1,-1,-1,-1,52768,-1.0,91.2,-1,-1,-1
Fort Lupton,CO,-1,-1,-1,-1,-1,61699,-1.0,105.8,353,7677,-1
Fort Madison,IA,-1,-1,-1,-1,-1,43708,-1.0,90.3,841,10901,-1
Fort Madison,IL,-1,-1,-1,-1,-1,43708,-1.0,90.5,-1,-1,-1
Fort Meade,FL,-1,-1,-1,-1,-1,43464,-1.0,101.5,-1,-1,-1
Fort Morgan,CO,-1,-1,-1,-1,-1,50358,-1.0,105.8,611,10262,-1
Fort Payne,AL,-1,-1,-1,-1,-1,25698,-1.0,88.6,-1,-1,-1
Fort Plain,NY,-1,-1,-1,-1,-1,38750,-1.0,143.7,-1,-1,-1
Fort Polk,LA,-1,-1,-1,-1,-1,48509,-1.0,92.8,-1,-1,-1
Fort Scott,KS,-1,-1,-1,-1,-1,35580,-1.0,86.9,849,7959,-1
Fort Smith,AR,-1,-1,-1,-1,-1,42899,84.2,92.1,10978,86096,-1
Fort Smith,OK,-1,-1,-1,-1,-1,42899,-1.0,88.2,-1,-1,-1
Fort Stockton,TX,-1,-1,-1,-1,-1,50077,-1.0,92.6,756,7625,-1
Fortuna,CA,-1,-1,-1,-1,-1,45906,-1.0,146.9,963,11434,-1
Fort Valley,GA,-1,-1,-1,-1,-1,24032,-1.0,89.8,1226,7785,-1
Fort Walton Beach,FL,-1,-1,-1,-1,-1,67634,-1.0,101.5,2055,18432,-1
Navarre,FL,-1,-1,-1,-1,-1,67634,-1.0,101.5,-1,-1,-1
Wright,FL,-1,-1,-1,-1,-1,67634,-1.0,101.5,-1,-1,-1
Fort Wayne,IN,-1,-1,-1,-1,-1,52824,86.8,91.1,19262,257009,-1
Fostoria,OH,-1,-1,-1,-1,-1,41122,-1.0,92.9,-1,-1,-1
Four Corners,FL,-1,-1,-1,-1,-1,56962,-1.0,101.5,-1,-1,-1
Four Corners,MT,-1,-1,-1,-1,-1,78377,-1.0,100.8,-1,-1,-1
Fowlerville,MI,-1,-1,-1,-1,-1,53780,-1.0,91.4,178,3083,-1
Frankenmuth,MI,-1,-1,-1,-1,-1,62209,-1.0,91.4,250,4556,-1
Frankfort,IN,-1,-1,-1,-1,-1,40913,-1.0,91.1,1521,16533,-1
Frankfort,KY,-1,-1,-1,-1,-1,53730,88.1,93.9,2057,27319,-1
Franklin,KY,-1,-1,-1,-1,-1,40985,-1.0,93.9,693,7944,-1
Franklin,LA,-1,-1,-1,-1,-1,40625,-1.0,92.8,1088,7538,-1
Franklin,NH,-1,-1,-1,-1,-1,47828,-1.0,112.6,-1,-1,-1
Franklin,NC,-1,-1,-1,-1,-1,37953,-1.0,96.4,403,3980,-1
Franklin (Venango County),PA,-1,-1,-1,-1,-1,43864,-1.0,100.5,-1,-1,-1
Franklin,VA,-1,-1,-1,-1,-1,38047,-1.0,98.1,1134,8902,-1
Franklin,NJ,-1,-1,-1,-1,-1,87829,-1.0,118.3,298,5115,-1
Highland Lake,NJ,-1,-1,-1,-1,-1,87829,-1.0,118.3,-1,-1,-1
Franklinton,LA,-1,-1,-1,-1,-1,26058,-1.0,92.8,488,3771,-1
Fraser,CO,-1,-1,-1,-1,-1,51016,-1.0,105.8,-1,-1,-1
Frazier Park,CA,-1,-1,-1,-1,-1,34415,-1.0,146.9,-1,-1,-1
Frederick,MD,-1,-1,-1,-1,-1,93715,-1.0,121.4,4340,60686,-1
Frederick,OK,-1,-1,-1,-1,-1,37273,-1.0,88.2,257,3778,-1
Fredericksburg,TX,-1,-1,-1,-1,-1,51355,-1.0,92.6,484,11512,-1
Fredericksburg,VA,-1,-1,-1,-1,-1,85238,-1.0,98.1,2365,23704,-1
Fredericktown,MO,-1,-1,-1,-1,-1,30688,-1.0,91.2,162,4152,-1
Freeport,IL,-1,-1,-1,-1,-1,39788,-1.0,90.5,1864,24277,-1
Fremont,MI,-1,-1,-1,-1,-1,41757,-1.0,91.4,-1,-1,-1
Fremont,NE,-1,-1,-1,-1,-1,49594,-1.0,93.6,1706,25262,-1
Fremont,OH,-1,-1,-1,-1,-1,44891,-1.0,92.9,1829,16305,-1
Fresno,CA,-1,-1,-1,-1,-1,55549,105.9,146.9,55135,484734,-1
Friona,TX,-1,-1,-1,-1,-1,53786,-1.0,92.6,119,3499,-1
Fritch,TX,-1,-1,-1,-1,-1,54875,-1.0,92.6,-1,-1,-1
Front Royal,VA,-1,-1,-1,-1,-1,56686,-1.0,98.1,1085,14725,-1
Frostproof,FL,-1,-1,-1,-1,-1,41006,-1.0,101.5,-1,-1,-1
Fulton,KY,-1,-1,-1,-1,-1,28892,-1.0,93.9,210,2388,-1
Fulton,TN,-1,-1,-1,-1,-1,28892,-1.0,90.0,-1,-1,-1
Fulton,MS,-1,-1,-1,-1,-1,28158,-1.0,85.1,174,4049,-1
Fulton,MO,-1,-1,-1,-1,-1,46520,-1.0,91.2,1115,12796,-1
Gadsden,AL,-1,-1,-1,-1,-1,40972,86.0,88.6,5898,36835,-1
Gaffney,SC,-1,-1,-1,-1,-1,30768,-1.0,94.8,1039,13155,-1
Gainesville,FL,-1,-1,-1,-1,-1,46097,97.3,101.5,12642,116880,-1
Gainesville,GA,-1,-1,-1,-1,-1,58840,97.0,89.8,3487,35657,-1
Gainesville,TX,-1,-1,-1,-1,-1,44156,-1.0,92.6,1585,16558,-1
Galax,VA,-1,-1,-1,-1,-1,34214,-1.0,98.1,642,6908,-1
Galena,IL,-1,-1,-1,-1,-1,55364,-1.0,90.5,-1,-1,-1
Galena,KS,-1,-1,-1,-1,-1,41058,-1.0,86.9,210,3126,-1
Galena,MO,-1,-1,-1,-1,-1,41058,-1.0,91.2,-1,-1,-1
Galesburg,IL,-1,-1,-1,-1,-1,38780,-1.0,90.5,-1,-1,-1
Galion,OH,-1,-1,-1,-1,-1,37920,-1.0,92.9,-1,-1,-1
Galliano,LA,-1,-1,-1,-1,-1,56814,-1.0,92.8,-1,-1,-1
Larose,LA,-1,-1,-1,-1,-1,56814,-1.0,92.8,-1,-1,-1
Cut Off,LA,-1,-1,-1,-1,-1,56814,-1.0,92.8,-1,-1,-1
Gallup,NM,-1,-1,-1,-1,-1,48015,90.0,90.6,3826,19825,-1
Galt,CA,-1,-1,-1,-1,-1,75811,-1.0,146.9,1040,24517,-1
Galveston,TX,-1,-1,-1,-1,-1,45991,-1.0,92.6,7399,55835,-1
Garden City,KS,-1,-1,-1,-1,-1,55828,-1.0,86.9,2276,28736,-1
Gardnerville Ranchos,NV,-1,-1,-1,-1,-1,58692,-1.0,103.3,-1,-1,-1
Garner,IA,-1,-1,-1,-1,-1,69459,-1.0,90.3,-1,-1,-1
Garnett,KS,-1,-1,-1,-1,-1,38125,-1.0,86.9,166,3166,-1
Garrettsville,OH,-1,-1,-1,-1,-1,49908,-1.0,92.9,-1,-1,-1
Gastonia,NC,-1,-1,-1,-1,-1,52014,-1.0,96.4,-1,-1,-1
Gastonia,SC,-1,-1,-1,-1,-1,52014,-1.0,94.8,-1,-1,-1
Gatesville,TX,-1,-1,-1,-1,-1,41523,-1.0,92.6,490,15028,-1
Gautier,MS,-1,-1,-1,-1,-1,57741,-1.0,85.1,1466,16435,-1
Gaylord,MI,-1,-1,-1,-1,-1,44694,-1.0,91.4,550,3484,-1
Geneseo,IL,-1,-1,-1,-1,-1,62292,-1.0,90.5,222,6322,-1
Geneseo,NY,-1,-1,-1,-1,-1,27403,-1.0,143.7,-1,-1,-1
Geneva,AL,-1,-1,-1,-1,-1,43503,-1.0,88.6,-1,-1,-1
Geneva,NY,-1,-1,-1,-1,-1,49195,-1.0,143.7,715,13090,-1
Geneva,OH,-1,-1,-1,-1,-1,32166,-1.0,92.9,-1,-1,-1
Genoa,IL,-1,-1,-1,-1,-1,67296,-1.0,90.5,96,5190,-1
Genoa,OH,-1,-1,-1,-1,-1,62401,-1.0,92.9,94,2265,-1
Georgetown,DE,-1,-1,-1,-1,-1,48343,-1.0,106.6,650,5313,-1
Georgetown,KY,-1,-1,-1,-1,-1,66033,-1.0,93.9,2268,22441,-1
Georgetown,OH,-1,-1,-1,-1,-1,34427,-1.0,92.9,-1,-1,-1
Georgetown,SC,-1,-1,-1,-1,-1,34679,-1.0,94.8,1592,8393,-1
