Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber
Fithian,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,0,538,-1
Flossmoor,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,368,9152,-1
Forest Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1496,14926,-1
Forest View,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,68,700,-1
Fox Lake,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,658,11125,-1
Fox River Grove,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,185,5168,-1
Frankfort,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,637,19115,-1
Franklin Grove,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,40,988,-1
Fulton,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,120,3775,-1
Geneva,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,645,24648,-1
Georgetown,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,160,3356,-1
Germantown,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,2,1126,-1
Gifford,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,8,998,-1
Gilberts,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,110,7297,-1
Girard,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,52,2120,-1
Glasford,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,10,1029,-1
Glendale Heights,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1246,31532,-1
Glen Ellyn,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,803,26950,-1
Glenwood,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,446,8310,-1
Grafton,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,52,678,-1
Grand Tower,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,21,564,-1
Grandview,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,88,1381,-1
Granite City,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1883,30254,-1
Grantfork,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,4,345,-1
Grant Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,34,1717,-1
Granville,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,6,1320,-1
Grayville,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,79,1554,-1
Gurnee,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,2786,30415,-1
Hanover,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,88,768,-1
Hanover Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1170,36166,-1
Harvey,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,4343,27461,-1
Harwood Heights,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,316,7896,-1
Hawthorn Woods,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,70,8205,-1
Hazel Crest,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1140,13771,-1
Henning,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,0,225,-1
Henry,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,120,2385,-1
Herrin,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1286,12421,-1
Hickory Hills,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,634,13050,-1
Highland Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,763,31306,-1
Highwood,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,110,5317,-1
Hinckley,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,56,2079,-1
Hinsdale,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,481,18362,-1
Hodgkins,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,513,2010,-1
Hoffman Estates,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1618,53500,-1
Homer,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,24,1111,-1
Hometown,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,108,4004,-1
Homewood,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1540,18062,-1
Huntley,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,427,26256,-1
Indianola,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,0,217,-1
Irving,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,16,468,-1
Itasca,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,260,8573,-1
Johnsburg,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,258,6887,-1
Joliet,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,9491,150723,-1
Kenilworth,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,76,2354,-1
Kildeer,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,82,4131,-1
Kincaid,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,40,1430,-1
Kingston,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,12,1067,-1
Knoxville,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,118,2860,-1
Lacon,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,38,1797,-1
La Grange,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,426,14987,-1
La Grange Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,252,12119,-1
Lake Bluff,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,62,6173,-1
Lake in the Hills,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,545,30023,-1
Lakemoor,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,182,6129,-1
Lake Villa,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,220,8922,-1
Lake Zurich,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,621,20408,-1
La Salle,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,355,9359,-1
Leland Grove,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,44,1408,-1
Lemont,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,352,16379,-1
Libertyville,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,754,21709,-1
Lincolnshire,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,223,8080,-1
Lincolnwood,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,995,11560,-1
Lindenhurst,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,160,14743,-1
Lisle,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,661,22976,-1
Loami,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,8,777,-1
Lockport,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,697,25986,-1
Lombard,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,2481,42394,-1
Loves Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1904,24660,-1
Lyons,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,568,10075,-1
Machesney Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1531,22686,-1
Manhattan,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,84,7858,-1
Maple Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,10,1352,-1
Marissa,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,116,1965,-1
Maroa,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,48,1538,-1
Martinsville,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,74,1178,-1
Maywood,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,2369,24448,-1
McCook,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,86,232,-1
McLean,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,10,790,-1
Melrose Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1372,21405,-1
Meredosia,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,12,942,-1
Midlothian,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,779,13361,-1
Milan,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,282,5124,-1
Milledgeville,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,68,903,-1
Minooka,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,360,11652,-1
Mokena,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,457,19567,-1
Moline,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,3409,42510,-1
Montgomery,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,744,16835,-1
Morton,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,353,16115,-1
Morton Grove,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,814,22177,-1
Mount Carroll,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,90,1615,-1
Mount Prospect,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1402,52190,-1
Mount Pulaski,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,30,1549,-1
Mount Zion,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,117,5214,-1
Moweaqua,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,6,1798,-1
Mundelein,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,868,33921,-1
New Athens,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,36,1979,-1
New Lenox,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,554,24716,-1
Norridge,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1108,13664,-1
North Aurora,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,636,16276,-1
Northbrook,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,918,33432,-1
Northfield,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,224,5396,-1
Northlake,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,814,11213,-1
North Riverside,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1114,6092,-1
Oak Brook,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1224,8753,-1
Oakbrook Terrace,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,248,2371,-1
Oak Forest,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1001,27339,-1
Oak Lawn,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,2417,52172,-1
Oak Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,3836,52629,-1
Oakwood,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,30,1405,-1
Oakwood Hills,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,40,2390,-1
Oblong,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,69,1491,-1
O'Fallon,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1475,28102,-1
Ogden,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,0,712,-1
Oglesby,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,104,3644,-1
Old Shawneetown,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,10,245,-1
Olympia Fields,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,429,4665,-1
Orion,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,50,1654,-1
Orland Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,2367,55051,-1
Oswego,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1021,31336,-1
Palatine,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1857,66024,-1
Palestine,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,20,1296,-1
Palos Heights,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,447,12369,-1
Palos Hills,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,385,16571,-1
Palos Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,66,5007,-1
Park City,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,303,6644,-1
Park Forest,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,970,22125,-1
Park Ridge,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1178,36324,-1
Pekin,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1922,33196,-1
Plainfield,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1066,40084,-1
Plano,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,435,13645,-1
Plymouth,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,20,502,-1
Pontoon Beach,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,240,6094,-1
Posen,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,506,4838,-1
Potomac,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,8,644,-1
Prairie du Rocher,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,0,557,-1
Prospect Heights,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,344,15688,-1
Rankin,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,2,572,-1
Raymond,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,2,874,-1
Richmond,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,60,2467,-1
Richton Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,840,12694,-1
Ridge Farm,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,6,836,-1
River Forest,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,582,10964,-1
River Grove,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,474,9758,-1
Riverside,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,392,8086,-1
Riverwoods,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,58,4051,-1
Rochester,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,94,3250,-1
Rock Falls,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,802,9139,-1
Rock Island,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,3232,37534,-1
Romeoville,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1621,39759,-1
Roodhouse,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,40,1881,-1
Roselle,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,583,22945,-1
Rosemont,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,471,3836,-1
Round Lake,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,417,18435,-1
Round Lake Heights,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,99,2988,-1
Roxana,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,107,1530,-1
Royalton,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,40,1145,-1
Ruma,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,8,302,-1
Sauget,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,150,236,-1
Schaumburg,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,4738,70170,-1
Schiller Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,526,11279,-1
Shawneetown,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,28,1219,-1
Sherman,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,88,3945,-1
Shiloh,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,483,11750,-1
Shorewood,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,376,16666,-1
Sidell,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,0,580,-1
Silvis,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,695,7728,-1
Skokie,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,3927,66088,-1
Sleepy Hollow,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,26,3688,-1
Somonauk,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,62,1847,-1
South Chicago Heights,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,338,3701,-1
South Elgin,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,497,21632,-1
Southern View,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,102,1609,-1
South Holland,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1068,20710,-1
South Jacksonville,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,90,3145,-1
South Pekin,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,52,1191,-1
Spring Grove,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,144,5966,-1
St. Anne,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,76,1238,-1
Steger,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,726,10387,-1
Stockton,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,158,1747,-1
Stone Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,222,4774,-1
Streamwood,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1468,36621,-1
Sugar Grove,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,158,10523,-1
Summit,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,810,10018,-1
Swansea,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,508,13142,-1
Sycamore,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,587,18283,-1
Thornton,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,106,2331,-1
Tilton,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,129,3008,-1
Tinley Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,2049,59607,-1
Troy,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,219,9891,-1
Urbana,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,3098,39784,-1
Vermont,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,0,739,-1
Vernon Hills,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1358,24585,-1
Villa Park,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1048,21984,-1
Warrensburg,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,26,1136,-1
Warrenville,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,319,12882,-1
Washburn,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,9,1095,-1
Wauconda,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,350,12456,-1
Wayne,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,24,2407,-1
Westchester,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,595,15331,-1
West Chicago,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,784,26470,-1
West City,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,112,761,-1
West Dundee,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,498,8220,-1
Western Springs,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,212,12520,-1
Westmont,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,744,24745,-1
Westville,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,120,2922,-1
Wheaton,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1784,53898,-1
Wheeling,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1399,35500,-1
Willowbrook,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,352,8674,-1
Willow Springs,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,98,5872,-1
Winfield,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,122,10005,-1
Winnebago,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,115,3228,-1
Winnetka,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,312,12242,-1
Winthrop Harbor,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,214,7171,-1
Witt,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,16,935,-1
Wood Dale,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,426,13765,-1
Woodridge,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,957,34137,-1
Wood River,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,1173,10787,-1
Worth,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,333,10210,-1
Yorkville,IL,-1,-1,-1,-1,-1,-1,-1.0,90.5,467,18182,-1
Albion,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,4,2366,-1
Alexandria,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,518,5609,-1
Austin,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,355,4590,-1
Avon,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1198,13259,-1
Bargersville,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,18,3644,-1
Beech Grove,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1005,14487,-1
Brazil,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,496,8266,-1
Brownsburg,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,618,21380,-1
Burns Harbor,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,50,1231,-1
Carmel,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1883,71647,-1
Cedar Lake,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,849,11411,-1
Chesterfield,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,156,2786,-1
Chesterton,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,592,13140,-1
Clarksville,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,3212,22347,-1
Crown Point,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1083,25011,-1
Culver,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,94,1515,-1
Danville,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,226,8652,-1
Dyer,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,726,16198,-1
East Chicago,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,4349,29773,-1
Ellettsville,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,256,6169,-1
Fishers,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1497,75734,-1
Fowler,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,14,2141,-1
Franklin,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1911,24118,-1
Gas City,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,578,5661,-1
Goshen,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,2156,32812,-1
Greenfield,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,796,19972,-1
Greenwood,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,3910,49847,-1
Griffith,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1315,16252,-1
Hagerstown,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,120,1618,-1
Hammond,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,9124,76216,-1
Highland,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1677,22583,-1
Hobart,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,3101,28136,-1
Jeffersonville,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,3356,33421,-1
Lake Station,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1140,13253,-1
Long Beach,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,38,1561,-1
Merrillville,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,2736,33839,-1
Mishawaka,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,6429,50632,-1
Mooresville,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,676,11970,-1
Munster,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,964,22188,-1
New Albany,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,4713,37619,-1
New Haven,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,806,13914,-1
New Whiteland,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,232,6031,-1
Noblesville,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1813,44661,-1
North Liberty,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,59,1404,-1
Plainfield,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1441,29592,-1
Portage,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,2644,37852,-1
Porter,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,173,5475,-1
Schererville,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1562,29332,-1
South Whitley,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,44,1856,-1
Speedway,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1279,12770,-1
St. John,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,344,13874,-1
Valparaiso,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1717,30981,-1
Waterloo,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,206,2177,-1
Westfield,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,898,23334,-1
West Lafayette,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,1069,31945,-1
Whitestown,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,88,1462,-1
Whiting,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,476,4740,-1
Winona Lake,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,72,4334,-1
Zionsville,IN,-1,-1,-1,-1,-1,-1,-1.0,91.1,397,14472,-1
Altoona,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,894,15012,-1
Ankeny,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,1506,44995,-1
Audubon,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,72,2115,-1
Bettendorf,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,1009,33690,-1
Camanche,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,134,4315,-1
Cedar Falls,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,1513,39350,-1
Clive,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,637,15894,-1
Coralville,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,995,19419,-1
Council Bluffs,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,8595,61181,-1
Eldora,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,96,2706,-1
Eldridge,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,141,5078,-1
Evansdale,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,283,5177,-1
Hawarden,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,46,2380,-1
Hiawatha,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,278,6779,-1
Johnston,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,424,17024,-1
Lisbon,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,84,2048,-1
Marion,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,1275,34562,-1
North Liberty,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,231,13609,-1
Norwalk,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,222,9331,-1
Ogden,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,53,1945,-1
Pleasant Hill,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,357,8922,-1
Prairie City,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,38,1446,-1
Sac City,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,60,2073,-1
Sergeant Bluff,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,152,4142,-1
St. Ansgar,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,6,1036,-1
State Center,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,30,1348,-1
Urbandale,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,1555,40124,-1
Waukee,IA,-1,-1,-1,-1,-1,-1,-1.0,90.3,444,14091,-1
