DataSourceName,DataSourceCode,StationID,ActualStationID,Latitude_DD,Longitude_DD,SampleDate,SampleTime,ActivityDepth,ActivityDepthUnit,Characteristic,ResultValue,ResultUnit,ValueQualifier,ResultComment,WaterbodyID,WaterbodyName
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-02-23 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,9.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-04-27 00:00:00.000,00:00:00,0.5,m,Nitrogen,1240.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-06-22 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,6.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-06-22 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,24.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-07-26 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-07-26 00:00:00.000,00:00:00,0.5,m,Nitrogen,1370.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-08-28 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,56.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-09-20 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,60.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-10-22 00:00:00.000,00:00:00,0.5,m,True Color,142.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-10-22 00:00:00.000,00:00:00,0.5,m,Nitrogen,1510.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-12-18 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-02-25 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,49.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-03-25 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,73.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-04-22 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-06-24 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,57.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-07-22 00:00:00.000,00:00:00,0.5,m,Nitrogen,1430.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-08-27 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,50.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-10-25 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-11-25 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,56.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-12-18 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,49.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-01-22 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,3.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-01-22 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,58.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-02-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,51.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-04-22 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,3.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-05-19 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-05-19 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,51.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-06-23 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-09-22 00:00:00.000,00:00:00,0.5,m,Nitrogen,1690.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-11-22 00:00:00.000,00:00:00,0.5,m,Nitrogen,1540.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-01-21 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-01-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,90.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-02-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,60.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-07-21 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,62.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-07-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,68.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-08-27 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,54.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-08-27 00:00:00.000,00:00:00,0.5,m,Nitrogen,1560.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-09-22 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,78.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-10-20 00:00:00.000,00:00:00,0.5,m,True Color,163.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-12-16 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,63.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-03-24 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,66.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-03-24 00:00:00.000,00:00:00,0.5,m,Nitrogen,1200.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-04-19 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,44.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-04-19 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,73.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-06-23 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,51.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-06-23 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,63.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-06-23 00:00:00.000,00:00:00,0.5,m,Nitrogen,1300.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-09-19 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,70.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-11-21 00:00:00.000,00:00:00,0.5,m,Nitrogen,1270.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-12-12 00:00:00.000,00:00:00,0.5,m,Nitrogen,1190.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-04-21 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,24.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-04-21 00:00:00.000,00:00:00,0.5,m,Nitrogen,1230.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-05-25 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,61.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-05-25 00:00:00.000,00:00:00,0.5,m,Nitrogen,1340.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-06-21 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,32.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-06-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,64.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-07-21 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,40.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-07-21 00:00:00.000,00:00:00,0.5,m,Nitrogen,1360.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-10-17 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,46.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-10-17 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,51.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-10-17 00:00:00.000,00:00:00,0.5,m,Nitrogen,1380.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-12-18 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,56.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-12-18 00:00:00.000,00:00:00,0.5,m,Nitrogen,1390.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-02-14 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,42.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-03-17 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,53.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-04-20 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,21.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-05-17 00:00:00.000,00:00:00,0.5,m,Nitrogen,1140.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-07-11 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,39.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-07-11 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,43.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-10-18 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,46.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-11-20 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,45.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-01-23 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,39.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-05-17 00:00:00.000,00:00:00,0.5,m,Nitrogen,1520.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-06-20 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,38.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-09-20 00:00:00.000,00:00:00,0.5,m,Nitrogen,1780.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-10-23 00:00:00.000,00:00:00,0.5,m,Nitrogen,1620.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-11-21 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,50.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-12-17 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,47.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2009-02-25 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,31.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2009-03-19 00:00:00.000,00:00:00,0.5,m,Nitrogen,1650.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,1996-03-26 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,3.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,1996-05-04 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.30000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,1996-05-25 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,4.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,1996-11-01 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,5.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,1997-01-25 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,6.30000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,1997-09-19 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,1997-10-28 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,1999-09-23 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2000-06-28 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2002-05-20 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2003-01-22 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,5.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2003-03-20 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,4.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2003-06-23 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.30000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2003-07-21 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2003-08-22 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2003-12-16 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2004-03-22 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2004-12-16 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2005-02-22 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2005-08-17 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
